date,company,open,close,Avg_Tweet_Sentiment,Avg_News_Sentiment,value,Prev_Close,Prev_TweetSentiment,Prev_NewsSentiment,Label
2025-01-10,Tesla,391.4,394.74,0.0,0.0,0.0,233.94,0.0,0.8501000000000001,1
2021-01-11,Tesla,283.1333,270.3966,0.0,0.8248000000000001,0.0,394.74,0.0,0.0,0
2022-01-11,Tesla,351.2233,354.8,0.0,0.512,0.0,270.3966,0.0,0.8248000000000001,1
2023-01-11,Tesla,122.09,123.22,0.0,0.37505,0.0,354.8,0.0,0.512,0
2024-01-11,Tesla,230.57,227.22,0.0,0.3385666666666667,0.0,123.22,0.0,0.37505,1
2021-01-12,Tesla,277.0,283.1466,0.0,0.8148857142857143,0.0,227.22,0.0,0.3385666666666667,1
2022-01-12,Tesla,359.6166,368.74,0.0,0.892825,0.0,283.1466,0.0,0.8148857142857143,1
2023-01-12,Tesla,122.56,123.56,0.0,0.3737999999999999,0.0,368.74,0.0,0.892825,0
2024-01-12,Tesla,220.08,218.89,0.0,0.1827,0.0,123.56,0.0,0.3737999999999999,1
2021-01-13,Tesla,284.2533,284.8033,0.0,0.95145,0.0,218.89,0.0,0.1827,1
2022-01-13,Tesla,369.6883,343.8533,0.0,0.6273000000000001,0.0,284.8033,0.0,0.95145,1
2023-01-13,Tesla,116.55,122.4,0.0,0.96725,0.0,343.8533,0.0,0.6273000000000001,0
2025-01-13,Tesla,383.21,403.31,0.0,0.0,0.0,122.4,0.0,0.96725,1
2021-01-14,Tesla,281.13,281.6666,0.0,0.7253666666666666,0.0,403.31,0.0,0.0,0
2022-01-14,Tesla,339.96,349.87,0.0,0.977225,0.0,281.6666,0.0,0.7253666666666666,1
2025-01-14,Tesla,414.34,396.36,0.0,0.0,0.0,349.87,0.0,0.977225,1
2021-01-15,Tesla,284.0,275.3866,0.0,0.87275,0.0,396.36,0.0,0.0,0
2025-01-15,Tesla,409.9,428.22,0.0,0.0,0.0,275.3866,0.0,0.87275,1
2024-01-16,Tesla,215.1,219.91,0.0,0.64824,0.0,428.22,0.0,0.0,0
2025-01-16,Tesla,423.49,413.82,0.0,0.0,0.0,219.91,0.0,0.64824,1
2023-01-17,Tesla,125.695,131.49,0.0,0.9787,0.0,413.82,0.0,0.0,0
2024-01-17,Tesla,214.86,215.55,0.0,0.7746,0.0,131.49,0.0,0.9787,1
2025-01-17,Tesla,421.5,426.5,0.0,0.0,0.0,215.55,0.0,0.7746,1
2022-01-18,Tesla,342.2016,343.5033,0.0,0.7584272727272728,0.0,426.5,0.0,0.0,0
2023-01-18,Tesla,136.555,128.78,0.0,0.6998285714285714,0.0,343.5033,0.0,0.7584272727272728,0
2024-01-18,Tesla,216.88,211.88,0.0,0.97404,0.0,128.78,0.0,0.6998285714285714,1
2021-01-19,Tesla,279.2666,281.5166,0.0,0.9496,0.0,211.88,0.0,0.97404,1
2022-01-19,Tesla,347.235,331.8833,0.0,0.8576,0.0,281.5166,0.0,0.9496,1
2023-01-19,Tesla,127.26,127.17,0.0,0.4706727272727273,0.0,331.8833,0.0,0.8576,0
2024-01-19,Tesla,209.99,212.19,0.0,0.9334333333333332,0.0,127.17,0.0,0.4706727272727273,1
2021-01-20,Tesla,286.2466,283.4833,0.0,0.6767857142857142,0.0,212.19,0.0,0.9334333333333332,1
2022-01-20,Tesla,336.5766,332.09,0.0,0.9220375,0.0,283.4833,0.0,0.6767857142857142,1
2023-01-20,Tesla,128.68,133.42,0.0,0.886,0.0,332.09,0.0,0.9220375,0
2021-01-21,Tesla,285.0,281.6633,0.0,0.4911,0.0,133.42,0.0,0.886,1
2022-01-21,Tesla,332.1133,314.6333,0.0,0.6564571428571429,0.0,281.6633,0.0,0.4911,1
2025-01-21,Tesla,432.64,424.07,0.0,0.0,0.0,314.6333,0.0,0.6564571428571429,1
2021-01-22,Tesla,278.1033,282.2133,0.0,0.74988,0.0,424.07,0.0,0.0,0
2024-01-22,Tesla,212.26,208.8,0.0,0.93024,0.0,282.2133,0.0,0.74988,0
2025-01-22,Tesla,416.81,415.11,0.0,0.0,0.0,208.8,0.0,0.93024,1
2023-01-23,Tesla,135.87,143.75,0.0,0.65585,0.0,415.11,0.0,0.0,0
2024-01-23,Tesla,211.3,209.14,0.0,0.9833555555555554,0.0,143.75,0.0,0.65585,1
2025-01-23,Tesla,416.06,412.38,0.0,0.0,0.0,209.14,0.0,0.9833555555555554,1
2022-01-24,Tesla,301.5866,310.0,0.0,0.97765,0.0,412.38,0.0,0.0,0
2023-01-24,Tesla,143.0,143.89,0.0,0.7259111111111111,0.0,310.0,0.0,0.97765,0
2024-01-24,Tesla,211.88,207.83,0.0,0.9922,0.0,143.89,0.0,0.7259111111111111,1
2025-01-24,Tesla,414.45,406.58,0.0,0.0,0.0,207.83,0.0,0.9922,1
2021-01-25,Tesla,285.0,293.6,0.0,0.9751,0.0,406.58,0.0,0.0,0
2022-01-25,Tesla,304.7333,306.1333,0.0,0.7945181818181818,0.0,293.6,0.0,0.9751,1
2023-01-25,Tesla,141.905,144.43,0.0,0.92795,0.0,306.1333,0.0,0.7945181818181818,0
2024-01-25,Tesla,189.7,182.63,0.0,0.8276600000000001,0.0,144.43,0.0,0.92795,1
2021-01-26,Tesla,297.1266,294.3633,0.0,0.8256111111111112,0.0,182.63,0.0,0.8276600000000001,1
2022-01-26,Tesla,317.4766,312.47,0.0,0.7827111111111111,0.0,294.3633,0.0,0.8256111111111112,1
2023-01-26,Tesla,159.965,160.27,0.0,0.98015,0.0,312.47,0.0,0.7827111111111111,0
2024-01-26,Tesla,185.5,183.25,0.0,0.51044,0.0,160.27,0.0,0.98015,1
2021-01-27,Tesla,290.1166,288.0533,0.0,0.66874,0.0,183.25,0.0,0.51044,1
2022-01-27,Tesla,311.12,276.3666,0.0,0.53457,0.0,288.0533,0.0,0.66874,1
2023-01-27,Tesla,162.43,177.9,0.0,0.7587375000000001,0.0,276.3666,0.0,0.53457,0
2025-01-27,Tesla,394.8,397.15,0.0,0.0,0.0,177.9,0.0,0.7587375000000001,1
2021-01-28,Tesla,273.3333,278.4766,0.0,0.9736,0.0,397.15,0.0,0.0,0
2022-01-28,Tesla,277.1866,282.1166,0.0,0.98115,0.0,278.4766,0.0,0.9736,0
2025-01-28,Tesla,396.91,398.09,0.0,0.0,0.0,282.1166,0.0,0.98115,1
2021-01-29,Tesla,276.6666,264.51,0.0,0.7868571428571428,0.0,398.09,0.0,0.0,0
2024-01-29,Tesla,185.63,190.93,0.0,0.8440142857142857,0.0,264.51,0.0,0.7868571428571428,0
2025-01-29,Tesla,395.21,389.1,0.0,0.0,0.0,190.93,0.0,0.8440142857142857,1
2023-01-30,Tesla,178.05,166.66,0.0,0.6215,0.0,389.1,0.0,0.0,0
2024-01-30,Tesla,195.33,191.59,0.0,0.85531,0.0,166.66,0.0,0.6215,1
2025-01-30,Tesla,410.78,400.28,0.0,0.0,0.0,191.59,0.0,0.85531,1
2022-01-31,Tesla,290.9033,312.24,0.0,0.8467833333333333,0.0,400.28,0.0,0.0,0
2023-01-31,Tesla,164.57,173.22,0.0,0.894688888888889,0.0,312.24,0.0,0.8467833333333333,0
2024-01-31,Tesla,186.995,187.29,0.0,0.6853875,0.0,173.22,0.0,0.894688888888889,1
2025-01-31,Tesla,401.53,404.6,0.0,0.0,0.0,187.29,0.0,0.6853875,1
2021-02-01,Tesla,271.43,279.9366,0.0,0.92346,263.638,404.6,0.0,0.0,0
2022-02-01,Tesla,311.7366,310.4166,0.0,0.5671833333333334,284.61,279.9366,0.0,0.92346,1
2023-02-01,Tesla,173.89,181.41,0.0,0.6442666666666667,301.648,310.4166,0.0,0.5671833333333334,0
2024-02-01,Tesla,188.5,188.86,0.0,0.8874166666666667,301.648,181.41,0.0,0.6442666666666667,1
2021-02-02,Tesla,281.56,290.93,0.0,0.67834,301.648,188.86,0.0,0.8874166666666667,1
2022-02-02,Tesla,309.3933,301.8866,0.0,0.23586,301.648,290.93,0.0,0.67834,1
2023-02-02,Tesla,187.325,188.27,0.0,0.6930428571428572,301.648,301.8866,0.0,0.23586,0
2024-02-02,Tesla,185.04,187.91,0.0,0.6093999999999999,301.648,188.27,0.0,0.6930428571428572,0
2021-02-03,Tesla,292.34,284.8966,0.0,0.9915666666666668,301.648,187.91,0.0,0.6093999999999999,1
2022-02-03,Tesla,294.0,297.0466,0.0,0.9119571428571428,301.648,284.8966,0.0,0.9915666666666668,1
2023-02-03,Tesla,183.95,189.98,0.0,0.9501,301.648,297.0466,0.0,0.9119571428571428,0
2025-02-03,Tesla,386.68,383.68,0.0,0.0,301.648,189.98,0.0,0.9501,1
2021-02-04,Tesla,285.0,283.33,0.0,0.9518714285714286,301.648,383.68,0.0,0.0,0
2022-02-04,Tesla,299.0733,307.7733,0.0,0.9595333333333332,301.648,283.33,0.0,0.9518714285714286,1
2025-02-04,Tesla,382.63,392.21,0.0,0.0,301.648,307.7733,0.0,0.9595333333333332,1
2021-02-05,Tesla,281.6666,284.0766,0.0,0.973,301.648,392.21,0.0,0.0,0
2024-02-05,Tesla,184.26,181.06,0.0,0.90445,301.648,284.0766,0.0,0.973,0
2025-02-05,Tesla,387.51,378.17,0.0,0.0,301.648,181.06,0.0,0.90445,1
2023-02-06,Tesla,193.01,194.76,0.0,0.8348249999999999,301.648,378.17,0.0,0.0,0
2024-02-06,Tesla,177.21,185.1,0.0,0.57716,301.648,194.76,0.0,0.8348249999999999,0
2025-02-06,Tesla,373.03,374.32,0.0,0.0,301.648,185.1,0.0,0.57716,1
2022-02-07,Tesla,307.93,302.4466,0.0,0.92865,301.648,374.32,0.0,0.0,0
2023-02-07,Tesla,196.43,196.81,0.0,0.7896000000000001,301.648,302.4466,0.0,0.92865,0
2024-02-07,Tesla,188.18,187.58,0.0,0.93232,301.648,196.81,0.0,0.7896000000000001,0
2025-02-07,Tesla,370.19,361.62,0.0,0.0,301.648,187.58,0.0,0.93232,1
2021-02-08,Tesla,289.89,287.8066,0.0,0.9791,301.648,361.62,0.0,0.0,0
2022-02-08,Tesla,301.8433,307.3333,0.0,0.6159,301.648,287.8066,0.0,0.9791,1
2023-02-08,Tesla,196.1,201.29,0.0,0.6877125,301.648,307.3333,0.0,0.6159,0
2024-02-08,Tesla,189.0,189.56,0.0,0.9495,301.648,201.29,0.0,0.6877125,0
2021-02-09,Tesla,285.04,283.1533,0.0,0.67091,301.648,189.56,0.0,0.9495,1
2022-02-09,Tesla,311.6666,310.6666,0.0,0.7331555555555556,301.648,283.1533,0.0,0.67091,1
2023-02-09,Tesla,207.775,207.32,0.0,0.9608625,301.648,310.6666,0.0,0.7331555555555556,0
2024-02-09,Tesla,190.18,193.57,0.0,0.98628,301.648,207.32,0.0,0.9608625,0
2021-02-10,Tesla,281.2116,268.2733,0.0,0.89578,301.648,193.57,0.0,0.98628,1
2022-02-10,Tesla,302.79,301.5166,0.0,0.9089181818181816,301.648,268.2733,0.0,0.89578,1
2023-02-10,Tesla,202.225,196.89,0.0,0.50498,301.648,301.5166,0.0,0.9089181818181816,0
2025-02-10,Tesla,356.21,350.73,0.0,0.0,301.648,196.89,0.0,0.50498,1
2021-02-11,Tesla,270.8133,270.5533,0.0,0.977625,301.648,350.73,0.0,0.0,0
2022-02-11,Tesla,303.21,286.6666,0.0,0.9919666666666668,301.648,270.5533,0.0,0.977625,1
2025-02-11,Tesla,345.8,328.5,0.0,0.0,301.648,286.6666,0.0,0.9919666666666668,1
2021-02-12,Tesla,267.0866,272.04,0.0,0.9064,301.648,328.5,0.0,0.0,0
2024-02-12,Tesla,192.11,188.13,0.0,0.9756714285714284,301.648,272.04,0.0,0.9064,0
2025-02-12,Tesla,329.94,336.51,0.0,0.0,301.648,188.13,0.0,0.9756714285714284,1
2023-02-13,Tesla,194.415,194.64,0.0,0.8650399999999999,301.648,336.51,0.0,0.0,0
2024-02-13,Tesla,183.99,184.02,0.0,0.94405,301.648,194.64,0.0,0.8650399999999999,0
2025-02-13,Tesla,345.0,355.94,0.0,0.0,301.648,184.02,0.0,0.94405,1
2022-02-14,Tesla,287.19,291.92,0.0,0.96804,301.648,355.94,0.0,0.0,0
2023-02-14,Tesla,191.94,209.25,0.0,0.6121125,301.648,291.92,0.0,0.96804,0
2024-02-14,Tesla,185.3,188.71,0.0,0.9544714285714286,301.648,209.25,0.0,0.6121125,0
2025-02-14,Tesla,360.62,355.84,0.0,0.0,301.648,188.71,0.0,0.9544714285714286,1
2022-02-15,Tesla,300.0,307.4766,0.0,0.9763428571428572,301.648,355.84,0.0,0.0,0
2023-02-15,Tesla,211.755,214.24,0.0,0.59938,301.648,307.4766,0.0,0.9763428571428572,0
2024-02-15,Tesla,189.16,200.45,0.0,0.47425,301.648,214.24,0.0,0.59938,0
2021-02-16,Tesla,272.6666,265.4066,0.0,0.7413363636363637,301.648,200.45,0.0,0.47425,1
2022-02-16,Tesla,304.6833,307.7966,0.0,0.9069142857142856,301.648,265.4066,0.0,0.7413363636363637,1
2023-02-16,Tesla,210.78,202.04,0.0,0.8878333333333334,301.648,307.7966,0.0,0.9069142857142856,0
2024-02-16,Tesla,202.06,199.95,0.0,0.6364571428571428,301.648,202.04,0.0,0.8878333333333334,1
2021-02-17,Tesla,259.6966,266.05,0.0,0.9508428571428572,301.648,199.95,0.0,0.6364571428571428,1
2022-02-17,Tesla,304.42,292.1166,0.0,0.9823083333333334,301.648,266.05,0.0,0.9508428571428572,1
2023-02-17,Tesla,199.985,208.31,0.0,0.6590888888888888,301.648,292.1166,0.0,0.9823083333333334,0
2021-02-18,Tesla,260.3,262.46,0.0,0.9709818181818182,301.648,208.31,0.0,0.6590888888888888,1
2022-02-18,Tesla,295.3333,285.66,0.0,0.6723666666666667,301.648,262.46,0.0,0.9709818181818182,1
2025-02-18,Tesla,355.01,354.11,0.0,0.0,301.648,285.66,0.0,0.6723666666666667,1
2021-02-19,Tesla,265.0,260.4333,0.0,0.98404,301.648,354.11,0.0,0.0,0
2025-02-19,Tesla,354.0,360.56,0.0,0.0,301.648,260.4333,0.0,0.98404,1
2024-02-20,Tesla,196.13,193.76,0.0,0.6005714285714285,301.648,360.56,0.0,0.0,0
2025-02-20,Tesla,361.51,354.4,0.0,0.0,301.648,193.76,0.0,0.6005714285714285,1
2023-02-21,Tesla,204.99,197.37,0.0,0.9596833333333332,301.648,354.4,0.0,0.0,0
2024-02-21,Tesla,193.36,194.77,0.0,0.8829,301.648,197.37,0.0,0.9596833333333332,0
2025-02-21,Tesla,353.44,337.8,0.0,0.0,301.648,194.77,0.0,0.8829,1
2021-02-22,Tesla,254.2133,238.1666,0.0,0.6328,301.648,337.8,0.0,0.0,0
2022-02-22,Tesla,278.0433,273.8433,0.0,0.9725166666666666,301.648,238.1666,0.0,0.6328,1
2023-02-22,Tesla,197.93,200.86,0.0,0.73332,301.648,273.8433,0.0,0.9725166666666666,0
2024-02-22,Tesla,194.0,197.41,0.0,0.9490666666666666,301.648,200.86,0.0,0.73332,0
2021-02-23,Tesla,220.71,232.9466,0.0,0.6298916666666666,301.648,197.41,0.0,0.9490666666666666,1
2022-02-23,Tesla,276.81,254.68,0.0,0.5958888888888888,301.648,232.9466,0.0,0.6298916666666666,1
2023-02-23,Tesla,203.91,202.07,0.0,0.9677333333333332,301.648,254.68,0.0,0.5958888888888888,0
2024-02-23,Tesla,195.31,191.97,0.0,0.9415666666666668,301.648,202.07,0.0,0.9677333333333332,0
2021-02-24,Tesla,237.2833,247.34,0.0,0.9173,301.648,191.97,0.0,0.9415666666666668,1
2022-02-24,Tesla,233.4633,266.9233,0.0,0.6409666666666667,301.648,247.34,0.0,0.9173,0
2023-02-24,Tesla,196.325,196.88,0.0,0.8182,301.648,266.9233,0.0,0.6409666666666667,0
2025-02-24,Tesla,338.14,330.53,0.0,0.0,301.648,196.88,0.0,0.8182,1
2021-02-25,Tesla,242.05,227.4066,0.0,0.98264,301.648,330.53,0.0,0.0,0
2022-02-25,Tesla,269.7433,269.9566,0.0,0.7187,301.648,227.4066,0.0,0.98264,1
2025-02-25,Tesla,327.025,302.8,0.0,0.0,301.648,269.9566,0.0,0.7187,1
2021-02-26,Tesla,233.3333,225.1666,0.0,0.58714,301.648,302.8,0.0,0.0,0
2024-02-26,Tesla,192.29,199.4,0.0,0.3460499999999999,301.648,225.1666,0.0,0.58714,0
2025-02-26,Tesla,303.715,290.8,0.0,0.0,301.648,199.4,0.0,0.3460499999999999,1
2023-02-27,Tesla,202.03,207.63,0.0,0.8733666666666666,301.648,290.8,0.0,0.0,0
2024-02-27,Tesla,204.04,199.73,0.0,0.6650857142857143,301.648,207.63,0.0,0.8733666666666666,0
2025-02-27,Tesla,291.16,281.95,0.0,0.0,301.648,199.73,0.0,0.6650857142857143,1
2022-02-28,Tesla,271.67,290.1433,0.0,0.5831,301.648,281.95,0.0,0.0,0
2023-02-28,Tesla,210.59,205.71,0.0,0.975875,301.648,290.1433,0.0,0.5831,0
2024-02-28,Tesla,200.42,202.04,0.0,0.98496,301.648,205.71,0.0,0.975875,0
2025-02-28,Tesla,279.5,292.98,0.0,0.0,301.648,202.04,0.0,0.98496,1
2024-02-29,Tesla,204.18,201.88,0.0,0.5857857142857144,301.648,292.98,0.0,0.0,0
2021-03-01,Tesla,230.0366,239.4766,0.0,0.95916,264.914,201.88,0.0,0.5857857142857144,1
2022-03-01,Tesla,289.8933,288.1233,0.0,0.9513888888888888,287.472,239.4766,0.0,0.95916,1
2023-03-01,Tesla,206.21,202.77,0.0,0.9845,301.808,288.1233,0.0,0.9513888888888888,0
2024-03-01,Tesla,200.52,202.64,0.0,0.547425,301.808,202.77,0.0,0.9845,0
2021-03-02,Tesla,239.4266,228.8133,0.0,0.97068,301.808,202.64,0.0,0.547425,1
2022-03-02,Tesla,290.71,293.2966,0.0,0.7261333333333333,301.808,228.8133,0.0,0.97068,1
2023-03-02,Tesla,186.74,190.9,0.0,0.32194,301.808,293.2966,0.0,0.7261333333333333,0
2021-03-03,Tesla,229.33,217.7333,0.0,0.8217555555555556,301.808,190.9,0.0,0.32194,1
2022-03-03,Tesla,292.9233,279.7633,0.0,0.8169571428571428,301.808,217.7333,0.0,0.8217555555555556,1
2023-03-03,Tesla,194.795,197.79,0.0,0.4869249999999999,301.808,279.7633,0.0,0.8169571428571428,0
2025-03-03,Tesla,300.34,284.65,0.0,0.0,301.808,197.79,0.0,0.4869249999999999,1
2021-03-04,Tesla,218.6,207.1466,0.0,0.56114,301.808,284.65,0.0,0.0,0
2022-03-04,Tesla,283.0333,279.43,0.0,0.0138666666666666,301.808,207.1466,0.0,0.56114,1
2024-03-04,Tesla,198.73,188.14,0.0,0.55826,301.808,279.43,0.0,0.0138666666666666,0
2025-03-04,Tesla,270.93,272.04,0.0,0.0,301.808,188.14,0.0,0.55826,1
2021-03-05,Tesla,208.6866,199.3166,0.0,0.9864,301.808,272.04,0.0,0.0,0
2024-03-05,Tesla,183.05,180.74,0.0,0.6017222222222222,301.808,199.3166,0.0,0.9864,0
2025-03-05,Tesla,272.92,279.1,0.0,0.0,301.808,180.74,0.0,0.6017222222222222,1
2023-03-06,Tesla,198.54,193.81,0.0,0.49945,301.808,279.1,0.0,0.0,0
2024-03-06,Tesla,179.99,176.54,0.0,0.6901571428571429,301.808,193.81,0.0,0.49945,0
2025-03-06,Tesla,272.06,263.45,0.0,0.0,301.808,176.54,0.0,0.6901571428571429,1
2022-03-07,Tesla,285.4333,268.1933,0.0,0.8550999999999999,301.808,263.45,0.0,0.0,1
2023-03-07,Tesla,191.38,187.71,0.0,0.7598333333333334,301.808,268.1933,0.0,0.8550999999999999,0
2024-03-07,Tesla,174.35,178.65,0.0,0.8952600000000001,301.808,187.71,0.0,0.7598333333333334,0
2025-03-07,Tesla,259.32,262.67,0.0,0.0,301.808,178.65,0.0,0.8952600000000001,1
2021-03-08,Tesla,200.1833,187.6666,0.0,0.6774833333333333,301.808,262.67,0.0,0.0,0
2022-03-08,Tesla,265.1766,274.8,0.0,0.2445875,301.808,187.6666,0.0,0.6774833333333333,1
2023-03-08,Tesla,185.04,182.0,0.0,0.2767666666666666,301.808,274.8,0.0,0.2445875,0
2024-03-08,Tesla,181.5,175.34,0.0,0.9660666666666669,301.808,182.0,0.0,0.2767666666666666,0
2021-03-09,Tesla,202.7266,224.5266,0.0,0.5708222222222222,301.808,175.34,0.0,0.9660666666666669,1
2022-03-09,Tesla,279.8266,286.3233,0.0,0.58014,301.808,224.5266,0.0,0.5708222222222222,1
2023-03-09,Tesla,180.25,172.92,0.0,0.9247428571428572,301.808,286.3233,0.0,0.58014,0
2021-03-10,Tesla,233.4333,222.6866,0.0,0.9834666666666668,301.808,172.92,0.0,0.9247428571428572,1
2022-03-10,Tesla,283.8166,279.4333,0.0,0.758325,301.808,222.6866,0.0,0.9834666666666668,1
2023-03-10,Tesla,175.13,173.44,0.0,0.8385666666666666,301.808,279.4333,0.0,0.758325,0
2025-03-10,Tesla,252.535,222.15,0.0,0.0,301.808,173.44,0.0,0.8385666666666666,1
2021-03-11,Tesla,233.1333,233.2,0.0,0.9207714285714286,301.808,222.15,0.0,0.0,1
2022-03-11,Tesla,280.0656,265.1166,0.0,0.9436,301.808,233.2,0.0,0.9207714285714286,1
2024-03-11,Tesla,175.445,177.77,0.0,0.81246,301.808,265.1166,0.0,0.9436,0
2025-03-11,Tesla,225.305,230.58,0.0,0.0,301.808,177.77,0.0,0.81246,1
2021-03-12,Tesla,223.3333,231.2433,0.0,0.2244333333333333,301.808,230.58,0.0,0.0,0
2024-03-12,Tesla,177.77,177.54,0.0,0.87045,301.808,231.2433,0.0,0.2244333333333333,0
2025-03-12,Tesla,247.22,248.09,0.0,0.0,301.808,177.54,0.0,0.87045,1
2023-03-13,Tesla,167.455,174.48,0.0,0.8936400000000001,301.808,248.09,0.0,0.0,0
2024-03-13,Tesla,173.05,169.48,0.0,0.7672714285714285,301.808,174.48,0.0,0.8936400000000001,0
2025-03-13,Tesla,248.125,240.68,0.0,0.0,301.808,169.48,0.0,0.7672714285714285,1
2022-03-14,Tesla,260.2033,255.4566,0.0,0.51802,301.808,240.68,0.0,0.0,1
2023-03-14,Tesla,177.31,183.26,0.0,0.4825,301.808,255.4566,0.0,0.51802,0
2024-03-14,Tesla,167.77,162.5,0.0,0.6389999999999999,301.808,183.26,0.0,0.4825,0
2025-03-14,Tesla,247.31,249.98,0.0,0.0,301.808,162.5,0.0,0.6389999999999999,1
2021-03-15,Tesla,231.3633,235.98,0.0,0.69208,301.808,249.98,0.0,0.0,0
2022-03-15,Tesla,258.4233,267.2966,0.0,0.69175,301.808,235.98,0.0,0.69208,1
2023-03-15,Tesla,180.8,180.45,0.0,0.7831888888888889,301.808,267.2966,0.0,0.69175,0
2024-03-15,Tesla,163.16,163.57,0.0,0.9765,301.808,180.45,0.0,0.7831888888888889,0
2021-03-16,Tesla,234.45,225.6266,0.0,0.73285,301.808,163.57,0.0,0.9765,1
2022-03-16,Tesla,269.6666,280.0766,0.0,0.83855,301.808,225.6266,0.0,0.73285,1
2023-03-16,Tesla,180.365,184.13,0.0,0.9401857142857144,301.808,280.0766,0.0,0.83855,0
2021-03-17,Tesla,218.9566,233.9366,0.0,0.987175,301.808,184.13,0.0,0.9401857142857144,1
2022-03-17,Tesla,276.9966,290.5333,0.0,0.9428285714285716,301.808,233.9366,0.0,0.987175,1
2023-03-17,Tesla,184.515,180.13,0.0,0.93095,301.808,290.5333,0.0,0.9428285714285716,0
2025-03-17,Tesla,245.055,238.01,0.0,0.0,301.808,180.13,0.0,0.93095,1
2021-03-18,Tesla,228.0966,217.72,0.0,0.7612777777777777,301.808,238.01,0.0,0.0,0
2022-03-18,Tesla,291.4966,301.7966,0.0,0.7586,301.808,217.72,0.0,0.7612777777777777,1
2024-03-18,Tesla,170.02,173.8,0.0,0.6846666666666666,301.808,301.7966,0.0,0.7586,0
2025-03-18,Tesla,228.155,225.31,0.0,0.0,301.808,173.8,0.0,0.6846666666666666,1
2021-03-19,Tesla,215.5333,218.29,0.0,0.9338,301.808,225.31,0.0,0.0,0
2024-03-19,Tesla,172.36,171.32,0.0,0.9133166666666668,301.808,218.29,0.0,0.9338,0
2025-03-19,Tesla,231.61,235.86,0.0,0.0,301.808,171.32,0.0,0.9133166666666668,1
2023-03-20,Tesla,178.08,183.25,0.0,0.98535,301.808,235.86,0.0,0.0,0
2024-03-20,Tesla,173.0,175.66,0.0,0.9794166666666668,301.808,183.25,0.0,0.98535,0
2025-03-20,Tesla,233.345,236.26,0.0,0.0,301.808,175.66,0.0,0.9794166666666668,1
2022-03-21,Tesla,304.9933,307.0533,0.0,0.4565599999999999,301.808,236.26,0.0,0.0,1
2023-03-21,Tesla,188.28,197.58,0.0,0.9851666666666666,301.808,307.0533,0.0,0.4565599999999999,0
